musicbrainz_mbid,mbx_birth_year,mbx_birth_city,mbx_birth_state,mbx_birth_country
7f98cb2a-9b68-4b3d-9acf-e858694a3396,1994,Austin,,United States
b91c664b-5eee-4536-8b70-b1f2be519ac0,1987,Decatur,,United States
91dad7e7-0bf6-47e8-bd42-ef1fac32c729,2009,Nashville,,United States
ecbd1331-95b6-4a77-b739-b4bd8ef222a7,1994,St. Louis,Missouri,United States
bc34ccd3-cecb-42af-9c2e-8f7e1f9db349,2012,Brooklyn,New York,United States
24ed5b09-02b1-47fe-bd83-6fa5270039b0,1985,Minneapolis,,United States
4a18f60f-7aa9-4476-8d0f-84981d8ccb60,2011,New Albany,,United States
8b604d4b-1170-4225-bc9e-d8276d94402e,1940,,Alabama,United States
365144f7-85af-4c83-b24b-b1d0b26160bb,1989,Vista,,United States
9a22fc7b-ad7f-4c70-9e0f-4d40cd7562cd,1992,Denver,Colorado,United States
c18472c5-67ce-4d38-9fa3-d5bc2ef856e8,,,,United States
7ced8df6-d27a-4a05-9501-1804402b1cc1,,,,United States
88ad4c96-34e9-4fab-9e36-62739ad42048,,,,United States
2d3fb8f4-a577-44c3-acb2-c9d09d979f90,,Germany,,DE
6a2d48d4-25c0-483d-b135-680af589a4ae,2012,Nashville,,United States
8077aea3-4b19-4c89-b6b0-4d92c4017278,1990,,,United States
be96eda1-7e36-44f6-affe-80780400fae0,1959,Ogden,,United States
ce4217a5-e713-47d2-a10c-c6286753f384,1996,,,United States
885e66f0-8485-451d-9893-5552260b788d,1968,Edmonton,,United States
407592bd-6b6e-4803-80fd-f17e59446734,1992,Nashville,,United States
c0b6ccb6-fb87-4594-98fb-370120d2b6e8,1974,Nashville,,United States
80936981-aadc-45b2-a5b1-cf9542a1e394,2007,,,United States
6e0ae159-8449-4262-bba5-18ec87fa529f,1999,Columbus,,United States
f30118c5-f783-4969-8427-f3c096378267,1988,Nashville,,United States
4cd93c63-911b-403b-b832-b4018369ee04,2010,,,United States
5f549372-3e08-42aa-ad67-0d3c60e1b86d,2009,,,United States
507226f4-0842-4f43-950e-81a7017230ec,2000,Dahlonega,,United States
ef9185ff-eff6-4d1a-bbd9-84fe20f1ef63,2018,Nashville,,United States
c16817df-0160-490d-a437-c128cbca9218,2010,Nashville,,United States
1785d680-3bc2-4967-b1ff-fa73e9bbf83f,1968,Phoenix,,United States
140e9563-f6ca-4545-8b6e-384eb6d3cef2,2014,Nashville,,United States
46a782ea-4308-476b-abd1-a91b197f3037,1969,Bethel,,United States
63c5e98c-0b24-4939-ad8c-f6ed235b7980,2006,South Portland,,United States
f68b47aa-a7e0-4e2e-bf6a-f6e23e88fec8,1972,Lubbock,,United States
8e25c013-829a-45dc-bc97-0876c94b0f29,2017,,,United States
42b93918-afa2-4f77-b231-b1244606900d,1948,Springfield,,United States
f87b740a-c22b-4fae-9987-1f3e16f840c4,2002,Atlanta,,United States
d1da3f8d-3b16-468f-a1b2-9a8d9b138bc6,1984,Nashville,,United States
1c893468-37a9-4fb7-909f-929751a8ebed,1968,,New Jersey,United States
29c5b1fb-5dcc-4499-b225-4ceeeb8a73d1,1927,Maces Spring,,United States
7e7e9fe3-69d9-407e-b5d3-a4906ca73740,1996,,New York,United States
fb821608-35fd-4a45-a4b2-1a0537cee111,2006,Portland,,United States
64c8fe79-1f93-483f-aace-b6a6e379e7d2,1969,San Francisco,California,United States
b2b3eed6-d9b2-4d1a-bf9b-0160e401720e,1964,San Antonio,,United States
95c043f1-0bdd-403a-b714-663908d7e4fc,1987,Belleville,,United States
aa0b8b75-714f-465e-9d66-c54c17247f6f,2007,Durham,,United States
6fa09822-bbe4-4ff8-901d-4a39a4dd82e9,1988,Tucson,,United States
27a8ce8c-4e41-4a56-ba65-3a82662c9af9,2004,,New York,United States
b1eeccbf-7611-44be-a1e4-778351782158,1952,,,United States
adf57be4-b0cc-460b-9a07-62da74c90135,2008,Brooklyn,New York,United States
c9b3bf7f-e237-4d43-be6b-02bf59b99f90,1970,Gainesville,,United States
ccac9539-a322-4c8b-9d74-fcdd9ae77a0e,1987,Brewton,,United States
ad3a1b29-ac6e-44c0-bd96-8b561bf5dcd7,2010,Nashville,,United States
24558e81-eb3f-4062-ab6a-df3773c9b09a,1972,Springfield,,United States
b4375768-3c8b-46e7-b578-c920ccfe725f,1968,Los Angeles,,United States
1089f50b-10c3-47ef-8b21-b0b899c827d8,1945,Oak Ridge,,United States
d6997983-ed14-4e3e-b9da-89062bfb3f9d,2000,Denver,Colorado,United States
5a52a6e6-abda-4f22-9197-e4f6d5f42054,1946,,North Carolina,United States
74ac19be-c6af-4631-b4f1-6145f5277d42,1993,Joplin,,United States
dd5fb19b-e685-47b2-bc4c-9535c58c08b6,,,,United States
d2ccb26b-b3ef-4e12-a336-f07c1bfa00ef,2005,Nashville,,United States
8fec36ae-abfa-4ab9-bd48-87f42203255b,2004,Nashville,,United States
bc8f68a3-9f43-491f-93a0-b8c19d801a27,1956,,,United States
82cd001a-150d-45b1-aa21-42ba0065dd42,1984,,,United States
d202b936-2de4-4357-8760-f61949f8855c,1957,"Washington, D.C.",,United States
3020be1d-3c41-4e42-911b-ca5e96489300,1989,,,United States
547bcf4d-f125-471a-b615-a9aef7385922,2013,Nashville,,United States
94d457a5-b86b-49bd-90f1-c2e601f6da52,2009,,,United States
5d70af6e-22e4-4a12-a12b-5c71204a5480,1924,Warren,,United States
f7494ea2-212b-4f01-9429-b0e5e4b26fa4,,,,United States
51e90731-08c0-4f60-89b6-5b78e5844de8,1996,Okinawa,,Japan
db15e7aa-7b0b-400a-b8e3-dcb17e646e4a,2014,Baltimore,Maryland,United States
249eb550-505e-43ef-ac50-e8c605706ff1,1985,Tucson,,United States
913cd338-9439-4106-ab5f-76f98c48daee,2006,Austin,,United States
8131050a-89ad-424e-a94d-25269fe1f827,1935,,Texas,United States
63fe933b-6618-430d-94e2-8d882a74f59c,1930,,,
65287a2e-460f-4434-b4b2-d3d5c1f49d4c,1927,,Texas,United States
c0171478-1e95-4b19-98d6-b4cc6770365f,1972,Columbus,,United States
fdb40275-50df-4894-8481-573e86956e81,1994,Raleigh,,United States
c544ed4d-2390-4442-a83e-1ea2883b09c8,1964,Jacksonville,,United States
c5c2f1bb-09db-429f-8f77-ed9dfe39a36b,2000,Seneca,,United States
f6f3a309-9d14-4b7c-895a-166333c25f9c,1964,San Francisco,California,United States
9fa07bb4-8312-4cd7-a19a-4fdbc5797148,1998,Austin,,United States
6ffc45c3-069a-4ece-b3f5-54c14d139d91,,,,United States
e9aed5e5-ed35-4244-872e-194862290295,1999,West Grove,,United States
d12dfadc-585a-4a5f-8600-05bdb3c51add,1937,,Missouri,United States
43858c0d-b309-4459-b6d9-c590810620af,,Sydney,New South Wales,AU
a0327dc2-dc76-44d5-aec6-47cd2dff1469,1991,Berkeley,,United States
e2f526c6-09ed-4ef3-aa05-452eb12ff192,1986,Patiala,,IN
babbf1e4-aac3-4338-a554-c3d48cf20034,1986,Pembury,,
25441822-c48a-4c46-af6f-fb03339d03bb,1991,County Durham,England,GB
e10cbaee-3952-4935-b915-5957511891df,1967,Kingston,,Jamaica
2339bc21-aa92-4850-86f0-4bb9433910c8,1982,San Antonio,,United States
a7e00a08-01b6-4f85-bed3-6ffc852af2f6,1993,,,United States
1159e0d0-a782-471a-9dae-93ac046eac72,1986,Boston,,United States
94b0fb9d-a066-4823-b2ec-af1d324bcfcf,1964,,New York,United States
bbaa7a18-98ff-4540-9973-8f8340a83d3b,1958,,,United States
c17f8b94-759f-4b13-8666-2ad2a215722a,1957,Toledo,,United States
29c91854-8c45-469b-b36d-a11fb650638b,2009,Cleveland,,United States
c48d4327-8122-4286-af66-05e1ee6ac4d8,1988,Santa Monica,,United States
2aab61bc-67f4-4722-8c6e-e1821b2e32a6,1980,Milwaukee,,United States
1c7b3786-b99a-40ab-81e4-f3056da19e13,1960,East St. Louis,,United States
d8e41375-bd8d-4e39-9da7-f0c171e97086,2009,Los Angeles,,United States
2017acdf-899e-4db3-a237-06696d8af58b,1983,New Orleans,Louisiana,United States
eeb1195b-f213-4ce1-b28c-8565211f8e43,1985,Los Angeles,,United States
4f416ed7-dda2-45de-a6f1-b986e861cf4b,2001,Atlanta,,United States
846cdb90-81a6-4c05-a7dc-9dd075f0db9e,1991,Poway,,United States
027ec840-cc71-40a5-a325-146388c32fff,1975,,Ohio,United States
fc20ca3a-5fb5-475c-b151-516829c14d9b,1980,Philadelphia,,United States
2d7d0a67-ae5d-4ac0-93aa-aa52ef3a976a,1992,Baltimore,Maryland,United States
3d2b98e5-556f-4451-a3ff-c50ea18d57cb,1970,Boston,,United States
cbf71c15-17c2-484f-8406-cfce12fd3e46,1985,Dallas,,United States
3ca0ef91-3297-4ef8-a99a-1c1a54dc8ac7,1988,Richmond,Virginia,United States
328676f3-76ac-40df-b154-31e6f533286a,1977,Los Angeles,,United States
5c01e170-1302-4e75-a10c-d9e440b0c68f,1982,Phoenix,,United States
8295499e-808a-4e10-9e91-2df00d9c1a72,1967,Philadelphia,,United States
f8656e00-f35c-4712-b0e1-0855764eeaa4,1959,Richmond,Virginia,United States
ea4dfa26-f633-4da6-a52a-f49ea4897b58,1980,Athens,,United States
96c1edac-1011-4cb8-882c-27248de35071,1976,,New York,United States
d1ab8ca8-fb9f-4e78-a422-3cd5406dc0b1,1991,,New York,United States
f467181e-d5e0-4285-b47e-e853dcc89ee7,2001,Brooklyn,New York,United States
6a9b6b8e-7084-45a7-b175-3bcc0143966b,1986,,New York,United States
ee3c663d-1949-4544-ad52-aa00f9854e87,1983,Carrboro,,United States
a0955511-1324-4e9b-834f-e1e140502850,1989,Red Bank,,United States
0a3386b0-9634-40bf-aab4-4999dcad0e6d,1982,Oakland,,United States
c33c2065-b1c3-4406-b066-d33a9e2ea71a,2004,Colorado Springs,,United States
b3b5ceef-0d3e-4191-a621-5e97d6ed3d97,1954,Harlem,,United States
1f16a425-2606-4137-a6b7-234b6dabe037,1998,San Diego,,United States
75cdc7ad-63b6-48b3-8de2-617d08a9ddf8,1968,Mocorito,,United States
d98c8149-0c01-4151-93e1-48fdc3d5027f,1986,Westfield,,United States
1a48176d-1414-4a18-9792-50ba585d4d59,1968,Los Angeles,,United States
b3120863-d98d-4bad-a637-8abd8cde6685,1989,Columbia,,United States
1599e3a3-240b-4f4b-805e-aedfdc8c3861,1943,London,England,GB
5a54b72e-bfb3-4ca6-944a-e17261399965,1975,Cleveland,,United States
9ce0515d-cc88-4df6-8a2e-d231c13cb2c2,2006,Boston,,United States
d1644dce-5c33-4dcd-8fc5-72003fdc89d5,2000,Philadelphia,,United States
5cfc3a52-c3f8-4086-9198-81a21079024a,1936,Kotor,,United States
f54fc7c3-3a40-4f26-83cf-328d9b097e93,1980,Huntington Beach,,United States
c826bda4-4f4f-4746-81ba-5f66ac9c95e5,1965,San Francisco,California,United States
02fc841e-489f-4679-aff0-08fcfea1f381,1987,,New York,United States
1f6fdb90-95a2-419e-9994-b406d562caac,1969,,Illinois,United States
298f4089-1948-44b5-b5e8-d5381f42362f,2008,Brooklyn,New York,United States
bb0df069-702b-4518-b17e-0bd64045b1be,1988,,New York,United States
9caa5639-5037-4e45-bace-ebb992331a0c,1964,Lower East Side,,United States
381e8434-109a-439c-8acc-5d328359f2e0,1990,San Francisco,California,United States
b9a06530-1241-4162-836f-7b8e79deaa58,1981,Jamestown,,United States
0039c7ae-e1a7-4a7d-9b49-0cbc716821a6,1997,Bellingham,,United States
58a53082-a629-4ff1-a44d-7492d6f6e8fb,1984,Boston,,United States
32b90c92-9978-4a07-90eb-caa4b22f4907,1998,San Francisco,California,United States
66752368-2698-4c38-9be3-b7be18bb02f6,,San Francisco,California,United States
e01755e3-58ab-4a5b-a9e9-a0a3bd3dff4c,2010,Brooklyn,New York,United States
4167b497-1ae5-4502-a8e6-e1546ffbe514,1966,Cleveland,,United States
8444928a-9292-4b69-ac50-3e9b44cfa8de,1980,Atlanta,,United States
191d386f-8747-4cb3-aaa8-7236e8347b35,1981,The Bronx,New York,United States
c926a04a-df7f-43b0-8e5b-8976ab4d3e8f,1991,Gainesville,,United States
59b0f5da-cd35-4ec7-a4a8-74d7aa7948b7,1957,Seattle,,United States
e9a4a145-e1bd-4384-ad26-b344205dd9df,2000,Lower East Side,,United States
766a2b45-441f-4096-af05-dbbca9518c9d,1994,Los Angeles,,United States
219ce30a-0f3a-468c-9a13-55ee358ac0f0,1964,,New York,United States
1154b8aa-1cc1-4b01-afff-eca45ae590fa,1977,Los Angeles,,United States
3452655c-831e-4552-935a-729129df92da,1965,Los Angeles,,United States
4de3cfed-b459-42bd-bfbb-7a843fbc73df,1987,Cambridge,,United States
88044f02-113a-4176-b09b-b786ef6ffbb4,1965,,New York,United States
6def3fa9-836f-4b50-8815-b96cc92e63b8,2002,San Antonio,,United States
b7834ebd-64ae-46c3-a930-2d3a52ee743a,2000,,New York,United States
5cbef01b-cc35-4f52-af7b-d0df0c4f61b9,1981,,New York,United States
99fe4613-84ec-4f48-bb4f-f036880ed2ac,2002,Brooklyn,New York,United States
b665b768-0d83-4363-950c-31ed39317c15,1972,Pasadena,,United States
6413506f-e22b-412c-9f19-239db7df21f2,1998,Inglewood,,United States
45d29fa5-6e8e-4e40-a519-2217f332bcac,1996,Atlanta,,United States
d3982e3f-39b5-4b1d-8374-a428c466099d,,,,United States
3b141e34-8c02-4074-b68a-7d64e3212acd,1993,,,United States
30480808-4c03-432c-9e94-dd3b12d4e127,1995,Los Angeles,,United States
6f191c70-1345-4ea5-b7af-5db9ee50d7c0,1985,Harlem,,United States
2ad8bce1-8e55-48db-82ed-d98b52a3a13f,1991,Philadelphia,,United States
148ddea2-6839-4354-8e2c-5dfadf136b7f,1994,Los Angeles,,United States
98cb416e-5271-484c-ab3b-6bed6b4aae12,2009,Seattle,,United States
bdd2de9c-dd7a-4641-8cf8-8dd7d23577f2,1930,,West Virginia,United States
0ab2c12c-5032-4bc4-86f2-92fce0e6c1fd,2001,,California,United States
7058f617-a167-4e34-bbaf-7f08f32d4a5a,1947,Palermo,,IT
160629ab-ec18-4931-8c95-02cb92d06186,1976,,New York,United States
622c14c7-6f49-4bde-b29b-8ec4eb0d1177,2003,,,United States
b4d21cb6-68d6-4f38-9911-9356927f6b85,2010,Los Angeles,,United States
72359492-22be-4ed9-aaa0-efa434fb2b01,1969,Macon,,United States
252b5d32-5bd5-4cae-9d48-6aafa2145c33,1975,Los Angeles,,United States
3248ed2d-bada-41b5-a7b6-ac88faa1f1ac,1989,Dallas,,United States
0eedfc95-e79a-4fd9-832a-cd816a0b3fda,2006,Nashville,,United States
8f0c7db9-6d1c-446b-913c-b5c6811ca6fc,1955,,,United States
fc45fb05-bf2b-43ac-b66d-aac3e0287b0a,1962,,,United States
8ca30ebe-a95d-49ed-9f3e-30212cdbb0cb,,,,United States
7cacb443-1ffd-43fb-9ea3-4001e426ac36,,Clearwater,,United States
ff30e98c-75da-4e92-819e-31670eba8bd6,,Maniwaki,,CA
d01973d4-e4dc-4f4d-a8a7-bc93d139969f,,,,United States
43e088bd-2520-4a84-bb8e-827c86d2cf84,2006,Nashville,,United States
26153021-5c06-403d-b8a9-2f06f19090c1,,,,United States
77029a1c-76fa-4350-a1a8-dacc10230b6f,,,,United States
f0433178-6b43-4a2c-86e1-bbfeb296cdf1,,,,United States
6898dfc7-7ddd-418d-95b4-863d668897dc,,,,United States
66980f96-2716-48e6-88c2-cbbb81b8e888,,,,United States
b7d91b37-4639-43d4-8334-fdd1a7a32e08,,,,
442033f6-fa93-4ced-84a7-52f45617a15d,2000,,,United States
bc48ca9d-b28d-4822-a27e-f176afd3b633,,,,United States
1a4602c1-3324-405c-91bd-7c3bb8e99603,,,,United States
fa1d45af-ceeb-445f-afe2-65308eef7780,,,,United States
26d08d41-c6a9-4604-8e8c-0b43ab87cc1b,2016,Norwich,,United States
db44f6a6-26d2-423f-8514-da4cfa7412a6,,,,United States
0c3b83a4-1398-4e68-b855-8192e2c707c3,,Boston,,United States
28b6ce62-5e14-443c-80b4-ebb8e04936e1,1973,,,United States
b411483b-e9cc-4b4f-9661-0452333c615a,1961,Tarzana,,United States
91c108c1-9103-4d55-bbe6-f21394808b75,1944,Philadelphia,,United States
5ccb5844-fe82-4af4-b9b9-7341c83d83d2,,Los Angeles,,United States
9ada6fba-df61-4849-9f39-eec9be772b22,1974,Talavera de la Reina,,United States
ea483cd9-ff70-456d-8874-b826931b6e99,1995,,,
49ed7104-0cec-4dd3-ab1f-e7c28fd27327,,,,CA
0e286b3e-0971-44d4-bb5e-5f55dc1d711a,1969,Montréal,,CA
48db3bb1-2926-4658-9f48-cf1fdd660865,1968,Greater Sudbury,,CA
5ab1932a-1a7f-4723-af17-182786db6879,,,,CA
133fd324-e2f8-4272-973b-30ac6a943d0f,,,,CA
26e3f00a-7031-46c6-9ac2-334a2dd5bbcd,,,,United States
4165a914-889f-415c-b355-1462457a026c,2005,,,CA
81551a7a-7cae-46ad-a785-3468f8f4eadc,1995,Pickering,,CA
0f0aa25b-e6ea-4701-aab8-f9e52b3968f3,1993,,,
192f7a3f-ec32-4eae-b8f6-3bc430bd763c,,,,United States
cbce1173-4ee0-4d1b-a955-575698753c4c,,,,United States
8e62c71f-7bd8-418f-8c63-a0b2597e23da,1959,Toronto,Ontario,CA
433e715e-1eac-47e6-815f-93797cfab7aa,1967,Kristianstad,,SE
4a3460de-c982-4d86-89ae-1e3baa66df52,,,,United States
4a8ae4fd-ad6f-4912-851f-093f12ee3572,,,,United States
d7bf8ced-b319-45c7-a515-9744771d6b1e,1976,,,FR
fe635a14-5b53-4210-a58e-88b9f1327aa3,2006,Sydney,New South Wales,AU
f61ee33b-7af7-4b8c-97ee-e367db596b4f,2006,Toronto,Ontario,CA
57f8b134-81fe-4607-9b07-9769f2e0a186,,,,United States
3e87e07c-1525-4f61-baa3-22eb79b6cc85,,,,United States
c646288c-08aa-409e-a941-815af11108ca,,,,United States
49075960-65fc-48b1-b507-291f2387e449,,,,United States
54a3266e-cae3-467e-8697-9039a5add4ff,,,,United States
d983ff62-9469-4e0b-a1b8-464974eba541,,Lakefield,,CA
f2dd0909-e050-4f30-b3a9-4db92f7f3c74,,,,
