wikipedia_url,origin_place_raw,origin_start_year
https://en.wikipedia.org/wiki/Dale_Ann_Bradley,,
https://en.wikipedia.org/wiki/Ash_Bowers,"Jackson, Tennessee , United States",2003.0
https://en.wikipedia.org/wiki/Logan_Brill,,
https://en.wikipedia.org/wiki/Sean_Patrick_McGraw,,2005.0
https://en.wikipedia.org/wiki/Arum_Rae,"Brooklyn, New York, U.S.",2014.0
https://en.wikipedia.org/wiki/Matt_Lang,"Maniwaki, Quebec , Canada [ 1 ]",2015.0
https://en.wikipedia.org/wiki/Mitch_Zorn,,2018.0
https://en.wikipedia.org/wiki/McHayes,"Nashville , Tennessee , United States",2003.0
https://en.wikipedia.org/wiki/Leahy,"Lakefield, Ontario , Canada",1980.0
https://en.wikipedia.org/wiki/Harrdy_Sandhu,,
https://en.wikipedia.org/wiki/John_McNicholl,,2004.0
https://en.wikipedia.org/wiki/Kate_Mann,"Portland , Oregon , United States",1995.0
https://en.wikipedia.org/wiki/The_Road_Hammers,Canada,2005.0
https://en.wikipedia.org/wiki/Zaca_Creek,"Santa Ynez, California",1989.0
https://en.wikipedia.org/wiki/Chuck_Wagon_&_the_Wheels,,2000.0
https://en.wikipedia.org/wiki/Green_River_Ordinance,"Fort Worth, Texas, United States",2000.0
https://en.wikipedia.org/wiki/Levi_Parham,"McAlester, Oklahoma , United States",
https://en.wikipedia.org/wiki/River_Town_Saints,"Arnprior , Ontario , Canada",2013.0
https://en.wikipedia.org/wiki/Laurel_and_Hardy,,
https://en.wikipedia.org/wiki/Rio_Grande,,
https://en.wikipedia.org/wiki/Alabama,,
https://en.wikipedia.org/wiki/Jim_Hurst,,
https://en.wikipedia.org/wiki/Christian_López,,
https://en.wikipedia.org/wiki/Adam_Brand,,
https://en.wikipedia.org/wiki/Tom_Leahy,,
https://en.wikipedia.org/wiki/Due_West,,
https://en.wikipedia.org/wiki/Van_Zant,,
https://en.wikipedia.org/wiki/LATAM_Cargo_Colombia,,
https://en.wikipedia.org/wiki/Adam_Gregory,,
https://en.wikipedia.org/wiki/Old_Dominion,,
https://en.wikipedia.org/wiki/River_Road,,
https://en.wikipedia.org/wiki/Sparx,,
https://en.wikipedia.org/wiki/Leen,,
https://en.wikipedia.org/wiki/Breland,,
https://en.wikipedia.org/wiki/Jonathan_Jackson,,
https://en.wikipedia.org/wiki/Great_Plains,,
https://en.wikipedia.org/wiki/John_Richards,,
https://en.wikipedia.org/wiki/Eagle,,
https://en.wikipedia.org/wiki/John_Duncan,,
https://en.wikipedia.org/wiki/Windward_and_leeward,,
https://en.wikipedia.org/wiki/Connor_Smith,,
https://en.wikipedia.org/wiki/George_Birge,"Nashville, Tennessee , U.S.",2013.0
https://en.wikipedia.org/wiki/Rob_Crosby,"Sumter, South Carolina , United States",1979.0
https://en.wikipedia.org/wiki/Tenille_Townes,"Grande Prairie , Alberta , Canada",2009.0
https://en.wikipedia.org/wiki/Flatt_and_Scruggs,"Tennessee (Flatt), North Carolina (Scruggs)",1948.0
https://en.wikipedia.org/wiki/High_Valley,"La Crete , Alberta , Canada",1997.0
https://en.wikipedia.org/wiki/Pirates_of_the_Mississippi,"Nashville, Tennessee , U.S.",1987.0
https://en.wikipedia.org/wiki/Emerson_Drive,"Grande Prairie , Alberta , Canada",1995.0
https://en.wikipedia.org/wiki/Jimmy_%26_Johnny,,
https://en.wikipedia.org/wiki/The_Wreckers,United States,2004.0
https://en.wikipedia.org/wiki/Baillie_&_the_Boys,"New Jersey , United States",1987.0
https://en.wikipedia.org/wiki/Carl_Butler_and_Pearl,"Knoxville, Tennessee",1961.0
https://en.wikipedia.org/wiki/Johnnie_&_Jack,"Tennessee , United States",1938.0
https://en.wikipedia.org/wiki/Johnny_and_Jonie_Mosby,U.S.,1963.0
https://en.wikipedia.org/wiki/The_Wilkinsons,"Trenton , Ontario , Canada",1997.0
https://en.wikipedia.org/wiki/The_Willis_Brothers,"Oklahoma , United States",
https://en.wikipedia.org/wiki/Zach_Bryan,"Oologah, Oklahoma , U.S.",2017.0
https://en.wikipedia.org/wiki/P%C3%A9rez_Prado,,1933.0
https://en.wikipedia.org/wiki/Paul_McCartney,,
https://en.wikipedia.org/wiki/The_Davis_Sisters,,1949.0
https://en.wikipedia.org/wiki/Sunday_Sharpe,,1974.0
https://en.wikipedia.org/wiki/RCA_Records,,
https://en.wikipedia.org/wiki/Darrell_Glenn,,
https://en.wikipedia.org/wiki/Jimmy_Heap,,
https://en.wikipedia.org/wiki/Shenandoah,,
https://en.wikipedia.org/wiki/The_Farm,,
https://en.wikipedia.org/wiki/Bryan_Martin,,
https://en.wikipedia.org/wiki/Brian_Shaw,,
https://en.wikipedia.org/wiki/Hal_Willis,,
https://en.wikipedia.org/wiki/Exile,,
https://en.wikipedia.org/wiki/Midland,,
https://en.wikipedia.org/wiki/The_Voice_(American_TV_series)_season_10,,
https://en.wikipedia.org/wiki/Gene_Sullivan,,
https://en.wikipedia.org/wiki/Jimmy_Edwards,,
https://en.wikipedia.org/wiki/Love_and_Theft,,
https://en.wikipedia.org/wiki/Morgan_Evans,,
https://en.wikipedia.org/wiki/Gloriana,,
https://en.wikipedia.org/wiki/La_Costa,"Seminole, Texas , United States",1974.0
https://en.wikipedia.org/wiki/The_Statler_Brothers,"Staunton, Virginia , U.S.",1955
https://en.wikipedia.org/wiki/Leroy_Van_Dyke,,1956
https://en.wikipedia.org/wiki/Thad_Cockrell,,1990
https://en.wikipedia.org/wiki/Adrianna_Freeman,"Tallahassee , Florida, United States",2001
https://en.wikipedia.org/wiki/Coleman_Williams,,2021
https://en.wikipedia.org/wiki/Kylie_Morgan,,2018
https://en.wikipedia.org/wiki/John_Murry_(musician),"Tupelo, Mississippi , United States",1998
https://en.wikipedia.org/wiki/Bill_LaBounty,"Wisconsin , U.S. [ 1 ]",1978
https://en.wikipedia.org/wiki/Jim_White_(guitarist),,1990
https://en.wikipedia.org/wiki/Cary_Hudson,,1989
https://en.wikipedia.org/wiki/Celinda_Pink,"Tuscaloosa, Alabama , United States",1993
https://en.wikipedia.org/wiki/Daisy_Dern,"California, United States",2001
https://en.wikipedia.org/wiki/Montgomery_Gentry,"Summit, Kentucky , U.S.",1999
https://en.wikipedia.org/wiki/Jake_Hill_(musician),"Alabama , U.S.",2016
https://en.wikipedia.org/wiki/Jennifer_Day_(singer),"McAlpin, Florida , U.S. [ 1 ]",1999
https://en.wikipedia.org/wiki/Thrasher_Shiver,"Nashville, Tennessee , U.S.",1995
https://en.wikipedia.org/wiki/Cowboy_Slim_Rinehart,,
https://en.wikipedia.org/wiki/Duane_Allen,"Cunningham, Lamar County, Texas",1966
https://en.wikipedia.org/wiki/Reece_Shipley,,
https://en.wikipedia.org/wiki/Max_Johnston_(musician),United States,
https://en.wikipedia.org/wiki/The_Ranch_(band),"Nashville, Tennessee , U.S.",1995
https://en.wikipedia.org/wiki/Jack_Cardwell,,
https://en.wikipedia.org/wiki/Arthur_Miles_(country_singer),,
https://en.wikipedia.org/wiki/Craig_Bickhardt,"Philadelphia , Pennsylvania, U.S.",1984
https://en.wikipedia.org/wiki/Cyndi_Thomson,"Tifton , Georgia, United States [ 1 ]",2000
https://en.wikipedia.org/wiki/Gerry_House,,
https://en.wikipedia.org/wiki/Jimmie_Selph,,
https://en.wikipedia.org/wiki/Sammy_Masters,,
https://en.wikipedia.org/wiki/Joe_Barnhill,"Turkey, Texas , US",1989
https://en.wikipedia.org/wiki/Leland_Martin,"Success, Missouri , United States",1998
https://en.wikipedia.org/wiki/Martin_Delray,"Texarkana, Arkansas , U.S.",1985
https://en.wikipedia.org/wiki/Pake_McEntire,"Chockie, Oklahoma , U.S.",1986
https://en.wikipedia.org/wiki/Samantha_Bumgarner,"Dillsboro, North Carolina , U.S.",1920
https://en.wikipedia.org/wiki/Stoney_Edwards,"Seminole County, Oklahoma",1970
https://en.wikipedia.org/wiki/Adam_Hambrick,"Conway , Arkansas Nashville , Tennessee",
https://en.wikipedia.org/wiki/Steve_Moakler,"Bethel Park, Pennsylvania , U.S.",
https://en.wikipedia.org/wiki/Joe_Purdy,"Northwest Arkansas , United States",
https://en.wikipedia.org/wiki/Johnny_Barfield,,
https://en.wikipedia.org/wiki/Johnny_Tyler,,
https://en.wikipedia.org/wiki/David_Garcia_(musician),"Nashville, Tennessee",2008
https://en.wikipedia.org/wiki/Barrett_Baber,"Fayetteville , Arkansas",2004
https://en.wikipedia.org/wiki/Sue_Thompson,,1950
https://en.wikipedia.org/wiki/Uncle_Dave_Macon,"Nashville, Tennessee",1880
https://en.wikipedia.org/wiki/Glen_Sherley,,
https://en.wikipedia.org/wiki/Hillary_Lindsey,,1996
https://en.wikipedia.org/wiki/Henry_Whitter,,1923
https://en.wikipedia.org/wiki/Bodeco,"Louisville, Kentucky",
https://en.wikipedia.org/wiki/Roger_Alan_Wade,"Chattanooga, Tennessee , U.S.",
https://en.wikipedia.org/wiki/Margo_Cilker,,
https://en.wikipedia.org/wiki/Robyn_Ottolini,"Uxbridge, Ontario , Canada",2012
https://en.wikipedia.org/wiki/The_Stanley_Brothers,"Dickenson County, Virginia , U.S.",1946
https://en.wikipedia.org/wiki/Boy_Howdy,"Los Angeles, California , USA",1990
