musicbrainz_mbid,mb_birth_date,mb_birth_year,mb_birth_city,mb_birth_county,mb_birth_state,mb_birth_country
9f0b16ba-d2be-49be-8f37-4a96a17cf863,1997-06-09,1997.0,,County Down,,
55daeec5-3f2f-4d61-b51e-0c6a30241b9e,1975-08-12,1975.0,,,,
7e5a0c3f-339a-4e5d-aed0-1946112b4a66,1967-01-01,1967.0,,,,United States
49ed7104-0cec-4dd3-ab1f-e7c28fd27327,,,,,,
48db3bb1-2926-4658-9f48-cf1fdd660865,1968-01-08,1968.0,,,,
1785d680-3bc2-4967-b1ff-fa73e9bbf83f,1968-01-01,1968.0,,,,United States
fa1d45af-ceeb-445f-afe2-65308eef7780,,,,,,United States
36ec3cbf-fe4f-419f-840a-aed9afdf0250,1927-06-13,1927.0,,,,
3f7e545b-8c7c-4469-9fa8-59f6e90796b4,,,,,,
54f855b3-e958-46c3-973d-d4536250a652,1966-06-03,1966.0,,,,United States
41beca5a-30ec-44a6-8387-925d236b79d3,1970-08-27,1970.0,,,,
0e286b3e-0971-44d4-bb5e-5f55dc1d711a,1969-12-22,1969.0,,,,
205f5600-1d29-419a-983e-4ecc13105ecc,1992-10-19,1992.0,,,,
ef9185ff-eff6-4d1a-bbd9-84fe20f1ef63,2018-01-01,2018.0,,,,United States
d983ff62-9469-4e0b-a1b8-464974eba541,,,,,,
8f918972-81e9-43a5-80a4-d244a42dc5b2,1945-01-01,1945.0,,,,United States
7f98cb2a-9b68-4b3d-9acf-e858694a3396,1994-01-01,1994.0,,,,United States
4c789e58-2e4c-4167-b881-79aec362824f,,,,County Meath,,
dd5fb19b-e685-47b2-bc4c-9535c58c08b6,,,,,,United States
885e66f0-8485-451d-9893-5552260b788d,1968-01-01,1968.0,,,,United States
66980f96-2716-48e6-88c2-cbbb81b8e888,,,,,,United States
bc48ca9d-b28d-4822-a27e-f176afd3b633,,,,,,United States
fc45fb05-bf2b-43ac-b66d-aac3e0287b0a,1962-06-15,1962.0,,,,United States
8e089671-5e1c-4467-9983-ea4e7fbab4f1,1950-12-07,1950.0,,,,
9f6ebe31-fc8c-4fa8-a5b2-511a641263f8,1984-03-08,1984.0,,,,
433e715e-1eac-47e6-815f-93797cfab7aa,1967-01-01,1967.0,,,,
6e0ae159-8449-4262-bba5-18ec87fa529f,1999-01-01,1999.0,,,,United States
80936981-aadc-45b2-a5b1-cf9542a1e394,2007-01-01,2007.0,,,,United States
8fec36ae-abfa-4ab9-bd48-87f42203255b,2004-01-01,2004.0,,,,United States
c18472c5-67ce-4d38-9fa3-d5bc2ef856e8,,,,,,United States
d2ccb26b-b3ef-4e12-a336-f07c1bfa00ef,2005-01-01,2005.0,,,,United States
5ab1932a-1a7f-4723-af17-182786db6879,,,,,,
b265389c-32a8-4ad4-ae8e-69e5ff247d34,1945-09-01,1945.0,,,,
b7d91b37-4639-43d4-8334-fdd1a7a32e08,,,,,,
252b5d32-5bd5-4cae-9d48-6aafa2145c33,1975-01-01,1975.0,,,,United States
f30118c5-f783-4969-8427-f3c096378267,1988-01-01,1988.0,,,,United States
21e68cc5-1295-4b66-8f4d-6ba58d63f78c,1989-01-01,1989.0,,,,United States
db15e7aa-7b0b-400a-b8e3-dcb17e646e4a,2014-01-01,2014.0,,,Maryland,United States
3248ed2d-bada-41b5-a7b6-ac88faa1f1ac,1989-01-01,1989.0,,,,United States
0eedfc95-e79a-4fd9-832a-cd816a0b3fda,2006-01-01,2006.0,,,,United States
6a2d48d4-25c0-483d-b135-680af589a4ae,2012-12-01,2012.0,,,,United States
55b46f3f-cbad-4008-bd79-4c4971eb21b3,1956-01-01,1956.0,,,,United States
9c150da0-d136-4e8b-9e86-36a3ee29a819,2004-01-01,2004,,,,United States
fdfb6b9c-575d-4abb-9a15-4fbceec0dfa3,1996-05-27,1996,,,,
f5db378d-81c8-4f8c-a7bb-b554877732a9,1997-01-01,1997,,,,
214624b6-2a9b-4c97-ac63-bce8bee537ec,1990-01-29,1990,,,,
9b97150f-f131-4339-921e-8e5d8425f737,1916-12-11,1916,,,,
5eba17b9-f67a-48e0-abc3-b9b0e98588b5,1995-01-01,1995,,,,
53f402db-7d17-4927-ba1c-35e75f76c24e,2004-01-01,2004,,,,United States
93d64457-cec9-4101-859e-b00eb81e6aa8,1912-01-28,1912,,,,
49e0d446-b38d-43b0-9116-d208c2ede8f1,,,,,,
cff63c14-b081-4686-9357-eea84d5348fc,1945-06-20,1945,,,,
e60fd99e-e615-4fee-b6f7-08fee9a911f7,1989-01-01,1989,,,,
e75ca6c0-1239-4f40-8149-5669adf943e4,1927-03-30,1927,,,,
bc467770-37aa-4660-a1f9-5f1646a62381,1943-11-23,1943,,,,
c5f0a579-99f3-446b-bc31-d658a23247fd,1954-01-01,1954,,,,United States
ba550d0e-adac-4864-b88b-407cab5e76af,1942-06-18,1942,,,,
1f988d75-7f1c-4a74-b810-b6435a7f4fb4,2016-01-01,2016,,,,
162ebeba-0fbd-4c35-b141-617a19689f6e,1984-12-08,1984,,,,
614ba7c6-de8c-4782-8097-c10a0487e6ad,1980-04-30,1980,,,,
f45da029-7b00-4bf3-962c-0eeb20309cc4,1967-10-26,1967,,,,
9d97b077-b28d-4ba8-a3d9-c71926e3b2b6,1938-11-17,1938,,,,
4a5777b3-f55b-437c-8b23-d9ee7791c7fc,1968-05-07,1968,,,,
3c31b10d-9fcc-48a4-9131-75ed9ba322ea,1987-12-02,1987,,,,
681aefe6-c611-4c43-ae2d-726ea058fb96,2007-01-01,2007,,,,United States
9ee3fc49-a54c-48cd-96d5-d678f5d409db,1971-04-30,1971,,,,
0472280c-aba9-4ccb-b1d0-85f424f2a63e,1975-08-11,1975,,,,
d12f98c6-2ca1-4856-8ecb-e0387c348dcc,1983-07-26,1983,,,,
cd15da80-a590-41cc-87b2-9d258430a469,1940-06-23,1940,,,,
735f2b10-a267-4cd2-990f-f91702be9130,1989-03-20,1989,,,,
127c9dae-1aeb-43bc-a930-ecff36b01bc8,1973-06-06,1973,,,,
dc0b6722-5601-418d-bb64-2499e1d2440b,1961-07-01,1961,,,,
4508a423-daaa-4d43-a839-aa1a9be88a9c,1980-11-14,1980,,,,United States
175ba729-9516-4fef-ab31-487f271909c6,1994-01-20,1994,,,,
9a08b84c-27fc-45e3-8057-ea0e908841bc,1967-01-01,1967,,,New Jersey,United States
f26a0e1e-13c8-4f35-9a86-11a570b405fc,1997-01-01,1997,,,,
2415e269-6c50-437a-a7b5-fcc7c6109974,1994-04-19,1994,,,,
8ac6cc32-8ddf-43b1-9ac4-4b04f9053176,1995-01-01,1995,,,,United States
